hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func
COL5A3	19	0	0	0	1	1.0	0.26652913425635333
COL6A6	3	0	0	0	2	1.0	0.05093183919382012
COL7A1	3	0	0	0	1	1.0	0.461588543177175
COL8A2	1	0	1	0	0	0.010627833536855522	0.09226403665735157
COLGALT1	19	0	0	0	2	1.0	0.006181186813388099
COLGALT2	1	0	0	0	1	1.0	0.10369114134682395
COPA	1	0	0	0	1	1.0	0.1946054185806736
COPB2	3	0	1	0	1	0.022257687077970444	0.008182529636573583
COPG1	3	0	0	0	1	1.0	0.14899681021972422
COPZ2	17	0	0	0	1	1.0	0.0
COQ3	6	0	0	1	0	1.0	0.052184735721195065
CORIN	4	0	0	0	1	1.0	0.1618158368667246
CORO2B	15	0	0	0	1	1.0	0.09802918318641396
COX15	10	0	0	0	1	1.0	0.06690174333858143
COX18	4	0	1	0	0	0.007134985399770263	0.052700598471198984
COX7A2L	2	0	0	0	1	1.0	0.019700079365673286
CPA2	7	0	0	0	1	1.0	0.06678783334400058
CPA3	3	0	0	0	1	1.0	0.06713820029797841
CPD	17	0	0	0	2	1.0	0.018586199374896216
CPEB2	4	0	0	0	1	1.0	0.09425497602462453
CPED1	7	1	0	0	0	0.024484867381615674	0.14224623165996444
CPNE4	3	0	1	0	0	0.013257137965846282	0.08711952608778796
CPOX	3	0	0	0	1	1.0	0.06726625671220013
CPSF1	8	0	0	0	2	1.0	0.03773483643319587
CPSF4L	17	0	0	0	1	1.0	0.0
CPSF7	11	0	0	0	1	1.0	0.08856932068031716
CPT1A	11	0	0	0	1	1.0	0.15521646633724043
CR1L	1	0	0	0	1	1.0	0.08632661099765437
CR2	1	0	0	0	1	1.0	0.16360003014705363
CRAMP1L	16	0	0	0	2	1.0	0.014515666564298063
CRB1	1	0	0	0	1	1.0	0.1768052023171483
CRB2	9	0	0	0	1	1.0	0.20541396364078718
CREB1	2	0	0	0	1	1.0	0.05091597057314249
CREB5	7	0	0	0	1	1.0	0.08761938049791465
CREBBP	16	0	2	0	0	0.0016429689244286379	0.07728324439660131
CREBRF	5	0	0	0	1	1.0	0.08648551582079189
CRHR1	17	0	0	0	1	1.0	0.048543730449885775
CRIM1	2	0	0	0	2	1.0	0.017244141328260628
CRLF3	17	0	0	0	1	1.0	0.07368250824142489
CRNN	1	0	0	0	1	1.0	0.07239780999519282
CRTC1	19	0	0	0	1	1.0	0.11799556797016017
CRYAA	21	0	0	0	1	1.0	0.04452119863181261
CSK	15	0	0	0	1	1.0	0.09570564863809565
CSMD3	8	0	1	0	0	0.08625544809402619	0.43359515704178103
CSNK2A1	20	0	0	0	1	1.0	0.06937483660454563
CSNK2A3	11	0	0	0	1	1.0	0.0
CSNK2B	6	0	0	0	1	1.0	0.0388292541692836
CST4	20	0	0	0	1	1.0	0.026151726876646752
CSTF2T	10	0	0	1	0	1.0	0.0977038980382699
CTAGE1	18	0	0	0	1	1.0	0.0996757176206393
CTBP2	10	1	0	0	0	0.020390575631441647	0.19884270693527795
CTCF	16	0	0	0	3	1.0	0.00036521236603953995
CTCFL	20	0	0	0	1	1.0	0.11440713990949623
CTDSP1	2	1	0	0	0	0.006918907617828198	0.05237096059769422
CTDSPL2	15	0	0	0	2	1.0	0.0025940516690423545
CTNNA1	5	0	0	0	2	1.0	0.011647739918426228
CTNNB1	3	1	1	0	0	0.00017286571641480093	0.007874852014343507
CTNNBIP1	1	0	1	0	0	0.0027084555507308787	0.019128601335450406
CTNND1	11	1	0	0	1	0.019121324296603907	0.014866706774283775
CTR9	11	0	1	0	1	0.029647058796974914	0.01702931697956489
CTRB1	16	0	0	0	1	1.0	0.05217040229222424
CTSK	1	0	0	0	1	1.0	0.04825486225823539
CTSZ	20	0	1	0	0	0.006378375444884577	0.05051451437340041
CTTNBP2	7	0	0	0	1	1.0	0.2227985713092868
CTU2	16	0	0	0	1	1.0	0.09597168714564669
CUL1	7	0	0	0	1	1.0	0.1253029090091323
CUL3	2	0	1	0	1	0.018373090964843245	0.0076125592252778524
CUL4B	X	0	0	0	1	1.0	0.0758103347755762
CUX2	12	0	0	0	1	1.0	0.24713632858612952
CUZD1	10	0	0	0	1	1.0	0.08501266597795333
CXorf30	X	0	0	0	1	1.0	0.0
CXorf36	X	0	0	0	1	1.0	0.04049905842163374
CYFIP1	15	0	0	0	1	1.0	0.2304325592849967
CYFIP2	5	0	0	0	1	1.0	0.20838727381695824
CYP11A1	15	0	0	0	1	1.0	0.06907096999117643
CYP21A2	6	1	0	0	1	0.010330245921715418	0.0034171371132029416
CYP26A1	10	0	0	0	1	1.0	0.09189393883714685
CYP26C1	10	0	0	0	1	1.0	0.09477253849646028
CYP27C1	2	0	0	0	2	1.0	0.0024790650544227267
CYP2C9	10	0	1	0	0	0.009205250846279007	0.06999709127705755
CYP2J2	1	0	0	0	1	1.0	0.0800678012514084
CYP2U1	4	0	0	0	1	1.0	0.06544199039977709
CYP3A4	7	0	0	0	1	1.0	0.07078822549997706
CYP4F11	19	0	0	0	1	1.0	0.09715053291669072
DAAM1	14	0	0	0	1	1.0	0.16090136820613546
DALRD3	3	0	0	0	1	1.0	0.060056402811738394
DAPK3	19	0	0	0	1	1.0	0.10847208119313992
DARS	2	0	1	0	0	0.014105924609522758	0.08128353869549987
DAZAP1	19	1	0	0	0	0.01082352217752124	0.07434493313854822
DBF4B	17	0	0	0	1	1.0	0.09750100816630156
DCAF12L2	X	0	0	0	1	1.0	0.06400599014422417
DCAF4	14	0	0	0	1	1.0	0.09901626098808679
DCAF8	1	0	1	0	0	0.014320916543097846	0.10400482649812928
DCHS1	11	0	0	0	2	1.0	0.11243909569370494
DCHS2	4	0	0	0	2	1.0	0.07012690302941535
DCLK1	13	0	0	0	1	1.0	0.130152686096442
DCXR	17	0	0	0	1	1.0	0.04583477192570503
DDB1	11	0	0	0	2	1.0	0.017993628874878
DDIT3	12	0	0	0	1	1.0	0.028327077462981257
DDO	6	0	0	0	1	1.0	0.05999642878200325
DDR2	1	0	0	0	1	1.0	0.13349616304577502
DDX1	2	0	0	0	1	1.0	0.10000187143589649
DDX10	11	0	0	0	2	1.0	0.008561635135011956
DDX19A	16	0	0	0	1	1.0	0.08163403386560865
DDX23	12	0	0	0	1	1.0	0.16384792981048807
DDX3X	X	0	1	0	4	0.00989715731227035	2.133287884599844e-08
DDX51	12	0	0	0	1	1.0	0.0993227946512803
DDX59	1	0	0	0	1	1.0	0.0856412064841242
DDX60	4	0	0	0	1	1.0	0.22297094307567936
DDX60L	4	1	0	0	1	0.03187601104901554	0.022705108227802234
DEF8	16	0	0	0	1	1.0	0.09526269754440417
DEFB128	20	0	0	0	1	1.0	0.011745959539430558
DENND2A	7	0	0	0	1	1.0	0.1686419283890958
DENND2C	1	0	0	0	2	1.0	0.009133276070944512
DENND5A	11	0	0	0	1	1.0	0.19047581996141894
DFFB	1	0	0	0	1	1.0	0.06835098542954017
DGCR2	22	0	0	0	1	1.0	0.11229500443271993
DGKA	12	0	0	0	1	1.0	0.11905100371961724
DGKD	2	0	0	0	1	1.0	0.20955441823073523
DGUOK	2	0	0	0	2	1.0	0.0011658646163049714
DHDH	19	0	0	0	1	1.0	0.0723898443415047
DHX32	10	0	0	0	1	1.0	0.10650049257254132
DHX35	20	0	0	0	1	1.0	0.12082465826084636
DHX38	16	0	0	0	2	1.0	0.027619772548801304
DHX58	17	0	0	0	1	1.0	0.12818516642955707
DHX8	17	0	0	0	1	1.0	0.20064953016055317
DHX9	1	1	0	0	0	0.03418280460337695	0.18706418599754032
DIAPH3	13	0	0	0	3	1.0	0.0009346213381584132
DIDO1	20	0	0	0	3	1.0	0.01242244672197969
DIP2C	10	0	0	0	2	1.0	0.04642742176409052
DISP1	1	0	0	0	1	1.0	0.2094533117812332
DLC1	8	0	0	0	1	1.0	0.23820189100199907
DLD	7	0	0	0	2	1.0	0.002706335565291259
DLEC1	3	0	0	0	2	1.0	0.040190348430612845
DLG2	11	0	0	0	1	1.0	0.1441110623720188
DLGAP5	14	0	0	0	1	1.0	0.1099645988068816
DLL4	15	0	0	0	1	1.0	0.13748670230778892
DMBT1	10	0	0	0	1	1.0	0.33478024124527556
DMBX1	1	0	0	0	1	1.0	0.07478748803769161
DMWD	19	0	0	0	1	1.0	0.11953660751073215
DMXL1	5	0	0	0	2	1.0	0.07189740656616218
DMXL2	15	0	0	0	2	1.0	0.07219205930933913
DNAH10	12	0	0	0	2	1.0	0.1737499913447003
DNAH12	3	0	0	0	2	1.0	0.004103403044550363
DNAH14	1	0	0	0	1	1.0	0.08050904844125668
DNAH17	17	0	0	0	4	1.0	0.011112066021554073
DNAH6	2	0	0	0	2	1.0	0.005419355696384957
DNAH8	6	0	0	0	1	1.0	0.5137698959338455
DNAH9	17	0	0	0	1	1.0	0.518935588280512
DNAJB1	19	1	0	0	0	0.0071512804585283475	0.07475874765911174
DNAJB7	22	0	0	0	1	1.0	0.041681874131067
DNAJC13	3	1	0	0	1	0.05523365715949202	0.0458989033153073
DNAJC3	13	1	0	0	0	0.0132789164127219	0.07625295919346607
DNAJC5B	8	0	0	0	1	1.0	0.03354388834193276
DNER	2	0	0	0	1	1.0	0.11085560494977922
DNM1L	12	0	1	0	0	0.01917636976778121	0.11320968652346669
DNM3	1	0	0	0	1	1.0	0.13614292355266377
DNMT3A	2	0	0	0	1	1.0	0.17166190185553432
DOCK10	2	1	0	0	0	0.03984069152419854	0.26945452217897875
DOCK2	5	0	0	0	1	1.0	0.26969020642482616
DOCK3	3	0	1	0	0	0.03931448085804619	0.2973673711990831
DOCK4	7	0	0	0	2	1.0	0.04151946754089313
DOCK9	13	0	0	0	1	1.0	0.0
DOK4	16	0	0	0	1	1.0	0.06833183678092
DOPEY1	6	0	1	0	0	0.05592155158555178	0.29722400022030343
DPF2	11	0	0	0	1	1.0	0.07781642296865116
DPF3	14	0	0	0	1	1.0	0.07467180304848606
DPH7	9	0	0	0	1	1.0	0.06878183246733921
DPT	1	0	0	0	1	1.0	0.03683866590961359
DPY19L1	7	0	0	0	1	1.0	0.09248897662596454
DPYD	1	0	0	0	1	1.0	0.1490295389756244
DPYSL5	2	0	0	0	1	1.0	0.11350685822024903
DROSHA	5	0	0	0	1	1.0	0.20629337744236437
DSC1	18	0	0	0	1	1.0	0.1228355755876142
DSCAML1	11	0	0	0	6	1.0	9.199573065485114e-06
DSE	6	0	0	0	1	1.0	0.13063015764603456
DSEL	18	0	0	0	1	1.0	0.1572561738553834
DSG2	18	0	0	0	1	1.0	0.15149658816109052
DSP	6	0	0	0	1	1.0	0.3813374001308463
DST	6	0	0	0	1	1.0	0.5243296055023848
DSTYK	1	0	0	0	1	1.0	0.16239612063644374
DTD2	14	0	0	0	1	1.0	0.0265575930861265
DTHD1	4	0	0	0	1	1.0	0.0
DTNA	18	0	0	0	1	1.0	0.11258785339004439
DTX1	12	0	0	0	1	1.0	0.12150359491624978
DTX3L	3	0	0	0	1	1.0	0.10398947596446806
DUS1L	17	0	0	0	1	1.0	0.10127201419582284
DUS3L	19	0	0	0	1	1.0	0.15382946687386173
DUSP23	1	0	0	0	1	1.0	0.015189696935639695
DUSP27	1	0	0	0	1	1.0	0.18071314363004878
DUSP8	11	0	0	0	1	1.0	0.07169885752567541
DVL1	1	0	0	0	1	1.0	0.15112818403506767
DVL2	17	0	0	0	1	1.0	0.14023786488736795
DVL3	3	0	0	0	1	1.0	0.1543488426837011
DYNC1LI1	3	0	1	0	0	0.012959588262138796	0.08162794213026582
DYRK1A	21	2	1	0	1	9.462386598919533e-07	1.156636167205624e-05
DYX1C1	15	0	0	0	1	1.0	0.0628188666727967
DZIP1	13	0	0	0	1	1.0	0.13810597860872387
E4F1	16	0	0	0	1	1.0	0.15456518171516878
EBF2	8	0	0	0	1	1.0	0.0983357945742306
ECE1	1	0	0	0	1	1.0	0.1304083958097336
ECE2	3	0	0	0	1	1.0	0.1603415826028516
ECI1	16	0	0	0	1	1.0	0.05365728045694648
EDC4	16	0	0	0	1	1.0	0.22421021213047176
EDEM1	3	0	0	0	1	1.0	0.10593769361337188
EDN3	20	0	0	0	1	1.0	0.040996380190684543
EDNRA	4	0	1	0	0	0.009030473014301852	0.06684424921083429
EEA1	12	0	1	0	0	0.035368471317760705	0.17305164081234642
EEF1A2	20	0	0	0	1	1.0	0.08882670011575128
EEF2	19	0	0	0	2	1.0	0.016364676308885374
EEPD1	7	0	0	0	3	1.0	0.00022938510355079245
EFHB	3	0	0	0	1	1.0	0.1148607371961658
EFHD2	1	0	0	0	1	1.0	0.04387937802451427
EFNB3	17	0	0	0	1	1.0	0.06390239914702572
EFR3A	8	1	0	0	1	0.016520528037227988	0.007561193947313358
EGFL7	9	1	0	0	0	0.0058974464780729915	0.04828038900466509
EGR1	5	0	0	0	1	1.0	0.10603482908821117
EHBP1	2	0	0	0	1	1.0	0.1721161780696212
EHMT1	9	1	0	0	1	0.031059626956570885	0.033027136625085746
EIF2AK4	15	0	0	0	1	1.0	0.2529039999803505
EIF3D	22	0	0	0	1	1.0	0.10273890101945207
EIF3H	8	0	0	0	1	1.0	0.05850215905134495
EIF4A2	3	1	0	0	0	0.009898798797265932	0.06465430177459432
EIF4G2	11	1	0	0	0	0.0	0.0
EIF4G3	1	0	0	0	1	1.0	0.21833418353720188
EIF5A	17	0	0	0	1	1.0	0.02790579555289727
EIF5B	2	1	0	0	0	0.02979989058814629	0.16150135962231385
ELAC2	17	0	0	0	2	1.0	0.010543119254404982
ELFN2	22	0	0	0	2	1.0	0.016208841679646632
ELL2	5	0	1	0	0	0.015088137223698948	0.1000875648890824
ELMO2	20	0	0	0	2	1.0	0.0077703843024887476
ELN	7	1	1	0	0	0.00017728484058914258	0.008302063880010764
ELOF1	19	0	0	0	1	1.0	0.019952287548787313
ELOVL6	4	0	0	0	1	1.0	0.04339579854839163
ELP2	18	0	0	0	1	1.0	0.11658698574607336
ELP3	8	0	0	0	1	1.0	0.09205371589791782
EMC1	1	0	0	0	1	1.0	0.17006611130643653
EML3	11	0	0	0	1	1.0	0.1660482345995311
EML5	14	0	0	0	1	1.0	0.24357686177956292
EML6	2	0	0	0	2	1.0	0.0
EMR1	19	0	0	0	1	1.0	0.13343226512098352
ENG	9	0	0	0	1	1.0	0.11050128415256076
ENKD1	16	0	0	0	1	1.0	0.07384304199327502
ENPP2	8	0	0	0	1	1.0	0.14317902364430543
ENPP5	6	0	0	0	1	1.0	0.06747784919157516
ENTPD3	3	0	0	0	1	1.0	0.07731543355170208
EP300	22	1	1	0	2	0.0016698119552672824	0.0007599009935603403
EP400	12	0	1	0	1	0.07046104224928618	0.12661888714516858
EPB41L4A	5	0	1	0	0	0.019740558478969387	0.11608295630421021
EPDR1	7	0	0	0	1	1.0	0.04271974104713715
EPHA1	7	0	0	0	1	1.0	0.16770868396401542
EPHA4	2	0	0	0	1	1.0	0.16078242354815162
EPHA7	6	1	0	0	0	0.02308116295394326	0.14357321625441963
EPN3	17	0	0	0	1	1.0	0.12615264827747624
EPPK1	8	0	0	0	2	1.0	0.09372619618812118
EPS8L1	19	0	0	0	1	1.0	0.1461528563274748
EPS8L2	11	0	0	0	1	1.0	0.1253076457540273
EPT1	2	0	0	0	1	1.0	0.05279756665278798
ERBB2	17	0	0	0	1	1.0	0.21380308003089374
ERBB2IP	5	0	0	0	1	1.0	0.17499872906888997
ERBB3	12	0	0	0	1	1.0	0.20826749288734966
ERCC3	2	0	0	0	1	1.0	0.13428065450517715
ERCC5	13	0	0	0	2	1.0	0.016326802978793045
ERCC6-PGBD3	10	0	0	0	1	1.0	0.0
ERF	19	0	0	0	1	1.0	0.11560332761213536
ERI1	8	0	0	0	1	1.0	0.04643329572462912
ERI2	16	0	0	0	1	1.0	0.03794084085322984
ERLIN2	8	0	0	0	1	1.0	0.05164424398300859
ERP29	12	0	0	0	1	1.0	0.04581038067868994
ERRFI1	1	0	0	0	1	1.0	0.07012160722782149
ERVMER34-1	4	0	0	0	1	1.0	0.0
ESAM	11	0	0	0	1	1.0	0.06643996522394388
ESRP2	16	0	0	0	1	1.0	0.14051535502858134
ETS1	11	1	0	0	0	0.010222792257663618	0.07749626374680067
EVI2B	17	0	1	0	0	0.007547770978871899	0.05580410286461982
EVX1	7	0	0	0	1	1.0	0.08098053308184378
EXD3	9	0	0	0	1	1.0	0.1473053944978693
EXOC1	4	0	0	0	1	1.0	0.12467689666914865
EXOSC4	8	0	0	0	1	1.0	0.05727709937830122
EXT2	11	0	0	0	1	1.0	0.12194882356692897
EXTL1	1	0	0	0	1	1.0	0.11095219707319712
EXTL3	8	0	0	0	1	1.0	0.17328814526960407
EYA1	8	1	0	0	0	0.015619075618193135	0.09430393636313927
EYS	6	0	0	0	1	1.0	0.10461640277801514
EZH1	17	0	0	0	1	1.0	0.11783254085516497
EZR	6	0	0	0	2	1.0	0.006092915609660107
F2RL2	5	0	0	0	1	1.0	0.05193322293538562
F2RL3	19	0	0	0	1	1.0	0.08689628681962237
FABP2	4	0	0	0	1	1.0	0.02084135800171166
FADS3	11	0	0	0	1	1.0	0.06547866305534542
FAM101A	12	0	0	0	1	1.0	0.03449818585354588
FAM110B	8	0	0	0	1	1.0	0.07703673277658844
FAM124A	13	0	0	0	1	1.0	0.10001059078943159
FAM124B	2	0	0	0	1	1.0	0.04175259250430635
FAM134A	2	0	1	0	0	0.010283179432238271	0.07182168815762793
FAM135A	6	0	0	0	3	1.0	0.0009552392071235282
FAM135B	8	0	0	0	1	1.0	0.2027902136461556
FAM149B1	10	0	0	0	1	1.0	0.0
FAM161A	2	0	0	0	1	1.0	0.09949677931339829
FAM171B	2	0	0	0	1	1.0	0.11742688528561952
FAM174B	15	0	0	0	1	1.0	0.020385439954880517
FAM178A	10	0	0	0	2	1.0	0.012762160471206466
FAM179B	14	0	0	0	1	1.0	0.23816810526384727
FAM188A	10	0	0	0	1	1.0	0.0641436905425461
FAM194A	3	0	0	0	1	1.0	0.102308602477554
FAM196B	5	0	0	0	1	1.0	0.0
FAM200A	7	0	1	0	0	0.006953874317549541	0.017506071036837836
FAM208B	10	0	0	0	1	1.0	0.28906841681372325
FAM217B	20	0	0	0	1	1.0	0.056465938428239354
FAM21C	10	0	0	0	1	1.0	0.17648058731637933
FAM46A	6	1	0	0	0	0.008117566306865347	0.0806658965434482
FAM65C	20	0	0	0	1	1.0	0.16783995617850686
FAM71C	12	0	0	0	1	1.0	0.04042288775666273
FAM72A	1	1	0	0	0	0.0030031580659024737	0.021513843835505753
FAM73A	1	0	0	0	1	1.0	0.09164855093337876
FAM76A	1	0	0	0	1	1.0	0.04165911143313303
FAM83G	17	0	0	0	1	1.0	0.16471184770476877
FAM83H	8	0	0	0	1	1.0	0.21397804764832581
FAM84A	2	1	0	0	0	0.005952072241084199	0.07007653093263072
FAM89A	1	0	0	0	1	1.0	0.017102612204846532
FAM8A1	6	0	0	0	1	1.0	0.07452358848561216
FAN1	15	0	0	0	1	1.0	0.15793572180342205
FANCM	14	1	0	0	0	0.04454605871302756	0.26791847280062553
FARSB	2	0	0	0	1	1.0	0.09124666587654257
FAT2	5	0	1	0	0	0.07805444790958788	0.5055064640649021
FAT3	11	0	0	0	1	1.0	0.5249928295121827
FAT4	4	0	0	0	3	1.0	0.046080452700084505
FAXC	6	0	0	0	1	1.0	0.06560551746580909
FBN1	15	0	0	0	3	1.0	0.014984235746120879
FBN2	5	0	0	0	1	1.0	0.4018090962159097
FBN3	19	0	0	0	2	1.0	0.11925115283712642
FBXO10	9	0	0	0	2	1.0	0.014627670737425545
FBXO11	2	0	0	0	1	1.0	0.12205840218776043
FBXO16	8	0	0	0	1	1.0	0.046778150779967255
FBXO21	12	0	0	0	1	1.0	0.10407303886295285
FBXO31	16	0	0	0	1	1.0	0.10965450190436701
FBXO4	5	0	0	0	1	1.0	0.033965845996430676
FBXO8	4	0	0	0	1	1.0	0.04662911771695863
FCAR	19	0	1	0	0	0.006904535877499942	0.048944182837572354
FCHO1	19	0	0	0	1	1.0	0.16783195107574847
FCHSD1	5	0	0	0	1	1.0	0.11901162293793385
FERMT1	20	0	0	0	1	1.0	0.10481734029524989
FERMT2	14	0	0	0	1	1.0	0.09828171731708582
FEZ1	11	0	1	0	1	0.002215158232498647	0.00016713373243282002
FEZ2	2	1	0	0	0	0.006287341091782266	0.039341561901351824
FGF12	3	0	0	0	1	1.0	0.04794571776142421
FGF14	13	0	0	0	1	1.0	0.03710245231065786
FGFR2	10	0	0	0	2	1.0	0.010034386692125637
FGFR3	4	0	0	0	1	1.0	0.15161891154667942
FGFR4	5	0	0	0	1	1.0	0.16848765731934265
FHL3	1	0	0	0	1	1.0	0.057786087823404206
FIG4	6	0	0	0	1	1.0	0.1350665106019919
FIGF	X	0	0	0	1	1.0	0.035179031811707465
FIGN	2	1	0	0	0	0.013648630106769649	0.11533279156898635
FILIP1L	3	0	0	0	1	1.0	0.15017055429428502
FIP1L1	4	0	0	0	1	1.0	0.10362435263051398
FLG	1	0	0	0	1	1.0	0.5061350541733156
FLII	17	0	0	0	2	1.0	0.029663154385175024
FLNC	7	0	0	0	1	1.0	0.4422742735496386
FLOT2	17	0	1	0	0	0.010292566089573709	0.08725498450693807
FLRT3	20	0	0	0	1	1.0	0.09498252919793453
FLT1	13	0	1	0	0	0.0305876480161307	0.1944445675122742
FLT3	13	0	0	0	1	1.0	0.14103207185398894
FLT4	5	2	0	0	1	0.0004944796073298844	0.0037785156599906525
FLYWCH1	16	0	0	0	1	1.0	0.12519199653892588
FMN1	15	0	0	0	2	1.0	0.01350839453617086
FMNL1	17	0	1	0	0	0.023315017347543703	0.16511529550036813
FN1	2	0	0	1	0	1.0	0.34921961051550215
FN3K	17	0	1	0	1	0.00785658915414342	0.0016089179519141986
FNDC1	6	0	0	0	1	1.0	0.2793599091474884
FNDC3A	13	0	0	0	1	1.0	0.16619709861119109
FOXA2	20	0	0	0	1	1.0	0.09070016877781775
FOXC1	6	0	0	0	1	1.0	0.05834582475191235
FOXD1	5	0	0	0	1	1.0	0.0
FOXI1	5	0	0	0	1	1.0	0.0686339752179574
FOXK1	7	0	0	0	1	1.0	0.1211082792185378
FOXK2	17	0	0	0	1	1.0	0.12882416728495125
FOXM1	12	0	1	0	0	0.017146356982199015	0.12852322900541782
FOXP1	3	1	1	0	1	0.00017345276580632714	0.00026616440377606065
FOXP2	7	0	0	0	1	1.0	0.10827970243806491
FOXP4	6	0	0	0	1	1.0	0.12000773743516674
FOXR1	11	0	0	0	1	1.0	0.0524873736010011
FOXRED1	11	0	0	0	1	1.0	0.0902999353094652
FRAS1	4	0	0	0	1	1.0	0.467506035775921
FREM2	13	0	0	0	1	1.0	0.4210579079664054
FRMD3	9	0	0	0	1	1.0	0.08500706038395385
FRMD5	15	0	0	0	1	1.0	0.08961696452361169
FRMPD2	10	0	0	0	1	1.0	0.18711181631530227
FRY	13	0	1	0	0	0.07202643143264512	0.3936013585356538
FRYL	4	2	1	0	0	6.050872494845947e-05	0.011334612699158246
FRZB	2	0	0	0	1	1.0	0.06522025543955932
FSIP1	15	0	0	0	1	1.0	0.07643803933415683
FTSJ2	7	0	0	0	1	1.0	0.047304941257402616
FTSJ3	17	1	0	0	0	0.023329743264318227	0.14919211017166303
FUK	16	1	0	0	0	0.0232411708866957	0.17573881821188012
FZD3	8	0	0	0	1	1.0	0.10544602862205875
FZD8	10	0	0	0	1	1.0	0.1390885386637994
GAB3	X	0	0	0	1	1.0	0.056758440594255284
GABRG3	15	0	0	0	1	1.0	0.07414265683768953
GABRP	5	0	0	0	1	1.0	0.07332090778963128
GAD1	2	0	0	0	1	1.0	0.10125985420365312
GALK1	17	0	0	0	1	1.0	0.07705865437730512
GALNT11	7	0	0	0	1	1.0	0.10983225280434487
GALNT9	12	0	0	0	1	1.0	0.0591168269275059
GAN	16	0	0	0	2	1.0	0.006007662173425202
GANAB	11	1	0	0	1	0.028064471626120035	0.015304832264332418
GARNL3	9	0	0	0	1	1.0	0.15380719021978012
GART	21	0	0	0	1	1.0	0.13686741976102987
GAS2L2	17	0	0	0	1	1.0	0.15008376043095864
GATA3	10	0	0	0	1	1.0	0.08517802508898976
GATA4	8	1	0	0	0	0.008016994514200288	0.05933500965156287
GATA6	18	2	1	0	2	1.8023720606067388e-07	4.435322690914277e-08
GATAD2B	1	0	1	0	0	0.014774426011682648	0.10099249244303407
GBP5	1	0	0	0	1	1.0	0.0813455791107423
GC	4	0	0	0	1	1.0	0.0641579805302806
GCDH	19	0	0	0	1	1.0	0.09366795370436383
GCN1L1	12	0	0	0	1	1.0	0.3876136978346529
GCNT3	15	0	0	0	1	1.0	0.06440662511659986
GDA	9	0	0	0	1	1.0	0.058552891345126985
GDNF	5	0	0	0	1	1.0	0.041983906741371986
GDPD4	11	0	0	0	1	1.0	0.07305867239805869
GFI1B	9	0	0	0	2	1.0	0.002452607196170536
GGA3	17	0	0	0	1	1.0	0.10139248137611528
GGN	19	0	0	0	1	1.0	0.1279879191939762
GIGYF1	7	0	0	0	1	1.0	0.19721369640844422
GJA1	6	0	0	0	1	1.0	0.061233580682531416
GJA10	6	0	0	0	1	1.0	0.07417638679399424
GLA	X	1	0	0	0	0.006817556408466841	0.04034614180690571
GLIS1	1	0	0	0	1	1.0	0.12091673725498686
GLIS3	9	0	0	0	2	1.0	0.014161496384777853
GLTSCR1	19	1	0	0	0	0.01990209655155078	0.12215167826273078
GLUL	1	0	0	0	1	1.0	0.07111282680563127
GLYAT	11	0	0	0	1	1.0	0.040907079325509445
GLYR1	16	0	0	0	1	1.0	0.10096139051397053
GNA15	19	0	0	0	1	1.0	0.07705216152821005
GNAI3	1	1	0	0	0	0.009087459987562932	0.05735984473701435
GNAT3	7	0	0	0	1	1.0	0.04571077420518184
GNB1	1	0	0	0	1	1.0	0.07201751730378536
GNB2	7	0	0	0	1	1.0	0.07415911108909404
GNE	9	0	0	0	1	1.0	0.11227909267484708
GNPAT	1	0	0	0	1	1.0	0.09911995701055358
GNPDA2	4	0	0	0	1	1.0	0.03830068275463096
GNPTAB	12	0	0	0	1	1.0	0.1737155217177275
GOLGA3	12	0	0	0	1	1.0	0.25349322171562716
GOLGA5	14	0	0	0	2	1.0	0.006139692074353236
GOPC	6	0	0	0	1	1.0	0.07189101165035823
GORASP1	3	0	0	0	1	1.0	0.06620191497827158
GOSR1	17	0	0	0	1	1.0	0.031795607212656785
GOSR2	17	1	0	0	0	0.00580073316378273	0.03853218986148271
GPAM	10	0	0	0	1	1.0	0.1213244213378611
GPATCH1	19	0	0	0	1	1.0	0.14595137765584298
GPATCH8	17	0	0	2	0	1.0	0.02662666940307301
GPBAR1	2	1	0	0	1	0.005303288822040927	0.0019417914524495544
GPHN	14	0	0	0	1	1.0	0.12450760989147182
GPR1	2	0	0	0	1	1.0	0.04819128217333739
GPR116	6	0	0	0	2	1.0	0.01805063253461679
GPR124	8	0	0	0	1	1.0	0.1906734106347273
GPR125	4	0	0	0	1	1.0	0.20065616378411688
GPR126	6	0	0	0	1	1.0	0.15331847824331524
GPR150	5	1	0	0	0	0.0059045796063386035	0.05177322938346382
GPR156	3	0	0	0	1	1.0	0.11711076780905028
GPR162	12	0	0	0	1	1.0	0.11938408768713214
GPR182	12	0	0	0	1	1.0	0.07152736899515608
GPR20	8	0	0	0	3	1.0	9.179586603725623e-05
GPR35	2	0	0	0	1	1.0	0.06930029176384957
GPR98	5	0	0	0	5	1.0	0.0022036698692497743
GPRC5B	16	0	0	0	3	1.0	9.674349376895817e-05
GPRC5C	17	0	0	0	2	1.0	0.004775422799200488
GPS1	17	0	0	0	1	1.0	0.10621419194475096
GPSM2	1	1	0	0	0	0.016845180351395345	0.10145937449484072
GPT	8	0	0	1	0	1.0	0.10445567801323546
GPT2	16	0	0	0	1	1.0	0.08891561781565079
